id,language,currentEducation,experienceYears,interest_list,skill_list,learningResource_list,tools_list
d224ba3b-87b4-4f6b-b0e8-674f68d30bd0,Portuguese,Elementary,1,"['Computer Vision', 'AI in Education']","['Speech Recognition', 'AI in Finance']","['edX', 'Coursera', 'Harvard Online']","['Keras', 'Google Cloud AI', 'BigML', 'Hugging Face Transformers', 'Weka', 'OpenAI GPT', 'Microsoft Azure AI', 'IBM Watson', 'OpenCV', 'RapidMiner', '', 'Amazon SageMaker', 'PyTorch', 'DataRobot', 'Scikit-learn']"
d2958d5f-310a-4593-b8ad-c4e123635c58,German,Middle School,1,"['Machine Learning', 'AI in Healthcare', 'AI Ethics', 'Autonomous Vehicles', 'AI for Games', 'Expert Systems', 'Neural Networks', 'Natural Language Processing', 'Generative AI', 'Deep Learning', 'Computer Vision', 'Reinforcement Learning', 'AI Planning and Optimization', 'Robotics', 'Cognitive Computing']","['Computer Vision', 'AI in Finance', 'Neural Networks']","['MIT OpenCourseWare', 'Harvard Online', 'Stanford Online', 'Coursera', 'YouTube', 'Kaggle', '']","['PyTorch', 'OpenCV']"
d2d84493-e6ec-4c8a-b7b2-821d6818e78d,French,Middle School,1,"['Computer Vision', 'AI Planning and Optimization']","['AI Ethics', 'Reinforcement Learning', 'Robotics']","['Kaggle', 'Harvard Online', 'GitHub', 'YouTube', 'Google AI', '', 'Coursera', 'edX', 'DeepLearning.ai', 'Udemy']","['Amazon SageMaker', 'PyTorch', 'Weka', 'BigML', 'IBM Watson', 'OpenAI GPT', 'TensorFlow', '', 'Hugging Face Transformers', 'DataRobot', 'Keras', 'Google Cloud AI']"
d344559c-c7dc-4553-aafd-0972425be393,Russian,Undergraduate Degree,3,"['Reinforcement Learning', 'AI in Education', 'AI in Healthcare', 'Recommender Systems', 'Computer Vision', 'Machine Learning', '', 'Cognitive Computing', 'Neural Networks', 'Autonomous Vehicles', 'Deep Learning']","['AI in Education', 'Computer Vision', 'Recommender Systems', 'Speech Recognition', 'Reinforcement Learning', 'Cognitive Computing', 'AI in Healthcare', 'AI for Games']","['', 'edX', 'GitHub', 'Google AI', 'Udemy', 'YouTube', 'Stanford Online', 'Kaggle', 'Coursera']","['', 'Google Cloud AI', 'OpenAI GPT', 'Keras', 'RapidMiner', 'IBM Watson', 'TensorFlow']"
d445ed75-0502-4d0c-adcb-74f979809087,German,Master Degree,4,"['Reinforcement Learning', 'AI Planning and Optimization', 'Expert Systems', '', 'Recommender Systems', 'AI for Games', 'AI in Healthcare', 'AI Ethics', 'Speech Recognition', 'Cognitive Computing', 'Autonomous Vehicles', 'AI in Education', 'Deep Learning', 'Machine Learning', 'Robotics', 'Neural Networks', 'Computer Vision', 'Natural Language Processing', 'AI in Finance']","['Expert Systems', 'Computer Vision', 'AI Planning and Optimization', 'AI Ethics', 'Recommender Systems', 'Autonomous Vehicles', 'Cognitive Computing', 'AI in Education', 'Generative AI']","['Harvard Online', '', 'Google AI', 'edX']",['TensorFlow']
d4b13fdc-5b50-4a6e-bad4-1f6ce2e4d9e7,Italian,Middle School,1,"['', 'Machine Learning', 'Natural Language Processing', 'Generative AI', 'AI Planning and Optimization', 'Computer Vision', 'AI for Games', 'Autonomous Vehicles', 'AI in Education', 'Recommender Systems', 'Cognitive Computing', 'Deep Learning', 'Robotics']","['Cognitive Computing', 'Computer Vision', 'Neural Networks']","['YouTube', '', 'Google AI', 'Coursera', 'edX', 'Udemy', 'Kaggle']","['Microsoft Azure AI', 'Scikit-learn', 'BigML', 'DataRobot', 'Hugging Face Transformers', '', 'Keras', 'PyTorch', 'OpenCV', 'IBM Watson']"
d4dc8079-e018-427d-a7b1-b6452ca772e0,Bengali,Middle School,1,"['Deep Learning', 'Autonomous Vehicles', 'Reinforcement Learning', 'AI in Finance', 'Robotics', 'AI Planning and Optimization', 'Speech Recognition', 'Expert Systems', 'Neural Networks', 'Natural Language Processing', 'Machine Learning', 'AI for Games', 'Generative AI', 'Recommender Systems']","['Deep Learning', 'Reinforcement Learning', 'Neural Networks']","['', 'Udemy', 'edX', 'DeepLearning.ai', 'Google AI', 'GitHub', 'Stanford Online', 'Harvard Online', 'MIT OpenCourseWare']","['PyTorch', 'Keras', 'Microsoft Azure AI', 'IBM Watson', 'Amazon SageMaker', 'Google Cloud AI']"
d4de86d4-37cc-466b-a368-c5e6548aac27,Arabic,High School,0,"['Reinforcement Learning', 'AI in Finance', 'Deep Learning']",['AI Planning and Optimization'],"['MIT OpenCourseWare', 'edX', 'DeepLearning.ai', 'Stanford Online', 'YouTube', 'GitHub', 'Coursera', 'Harvard Online', 'Kaggle']","['OpenCV', 'Keras', 'RapidMiner', 'Hugging Face Transformers', 'TensorFlow', 'Amazon SageMaker', 'OpenAI GPT', 'Google Cloud AI', 'Scikit-learn', 'Weka', 'DataRobot', '']"
d6444452-733f-4f3d-ae3b-5f4b64b040ea,Korean,Elementary,1,"['AI Ethics', 'AI in Finance', 'Autonomous Vehicles', 'AI in Education', 'Neural Networks', 'Recommender Systems', 'Computer Vision', 'Machine Learning', 'Expert Systems', 'Natural Language Processing', 'Speech Recognition', 'AI for Games', 'Robotics', 'AI Planning and Optimization', 'AI in Healthcare', '', 'Generative AI', 'Cognitive Computing', 'Deep Learning']","['Robotics', 'Deep Learning']","['Harvard Online', 'DeepLearning.ai', 'Udemy', '', 'edX', 'MIT OpenCourseWare', 'Google AI', 'YouTube']","['Microsoft Azure AI', 'Weka', 'Amazon SageMaker', 'Keras', 'RapidMiner', 'BigML', '', 'DataRobot', 'TensorFlow']"
d6532e82-b490-48b8-930e-d17519f21351,Polish,Undergraduate Degree,3,"['Generative AI', 'Reinforcement Learning', 'AI in Finance', 'Recommender Systems', 'Computer Vision', 'Expert Systems', '', 'Neural Networks', 'AI in Education', 'Natural Language Processing', 'Machine Learning', 'Speech Recognition', 'Deep Learning']","['Speech Recognition', 'AI in Education', 'Natural Language Processing', 'Expert Systems', 'AI in Healthcare', 'Neural Networks', 'AI Ethics', 'Computer Vision']","['MIT OpenCourseWare', 'edX']","['', 'IBM Watson']"
d7ac5a1f-f5ab-4208-b506-81878c33acc9,Spanish,Middle School,1,"['Natural Language Processing', 'AI for Games', '', 'Recommender Systems', 'Computer Vision', 'AI in Education', 'Speech Recognition', 'Expert Systems']","['AI in Finance', 'AI Planning and Optimization', '']","['', 'Udemy', 'Kaggle', 'DeepLearning.ai', 'Google AI', 'edX', 'Harvard Online', 'YouTube', 'MIT OpenCourseWare']",['Amazon SageMaker']
d9ecf9c1-4e63-4b8e-8d2b-3c986a20d25d,Mandarin,University,2,"['Expert Systems', 'Reinforcement Learning', 'AI in Education', 'AI Ethics', 'AI Planning and Optimization', 'Cognitive Computing', 'AI in Finance', 'Recommender Systems', 'Autonomous Vehicles', 'AI for Games', 'AI in Healthcare', '', 'Machine Learning', 'Computer Vision', 'Robotics', 'Natural Language Processing']","['Autonomous Vehicles', 'Cognitive Computing', 'Natural Language Processing', 'Recommender Systems', 'Neural Networks', 'AI Ethics']","['Stanford Online', 'Google AI', 'DeepLearning.ai', 'edX', 'Kaggle', 'Coursera', '', 'Harvard Online', 'MIT OpenCourseWare']","['Scikit-learn', '', 'RapidMiner']"
d9f2e206-3eb9-4348-a321-29ad52ce8360,Swedish,Elementary,1,"['', 'AI in Education', 'Natural Language Processing', 'Speech Recognition', 'Reinforcement Learning', 'Expert Systems', 'Autonomous Vehicles', 'AI Ethics', 'Cognitive Computing', 'AI in Healthcare']","['Generative AI', 'Recommender Systems']",['Harvard Online'],"['Amazon SageMaker', 'OpenAI GPT', 'OpenCV', 'TensorFlow', 'Google Cloud AI', 'BigML', 'Keras', 'Microsoft Azure AI', 'DataRobot', 'Scikit-learn', 'IBM Watson']"
dab4c063-af64-4999-b21d-74f668896441,Spanish,Elementary,1,"['Speech Recognition', 'Natural Language Processing', 'Generative AI', 'AI Planning and Optimization', 'Expert Systems', 'Autonomous Vehicles']","['AI in Healthcare', 'Cognitive Computing']","['edX', 'DeepLearning.ai', 'Kaggle', '', 'Harvard Online', 'MIT OpenCourseWare', 'Stanford Online', 'Coursera']","['BigML', 'Google Cloud AI', 'IBM Watson', 'TensorFlow', 'Hugging Face Transformers', 'Scikit-learn', 'Amazon SageMaker']"
dc6d0093-db48-4df1-8512-a318cb8dfed6,Polish,Middle School,1,"['Reinforcement Learning', 'Generative AI', 'Robotics', 'Natural Language Processing', 'AI in Education', 'AI in Healthcare', 'Recommender Systems', 'Neural Networks', 'Deep Learning', 'Expert Systems', 'AI in Finance']","['Machine Learning', 'Speech Recognition', '']","['', 'Harvard Online', 'DeepLearning.ai', 'MIT OpenCourseWare', 'Google AI', 'Stanford Online', 'YouTube', 'GitHub', 'edX', 'Udemy', 'Kaggle']",['Amazon SageMaker']
dd370cc9-757f-4ee9-b363-e65f68c67e9f,Mandarin,Middle School,2,['Autonomous Vehicles'],"['Autonomous Vehicles', 'Reinforcement Learning', 'Recommender Systems', 'AI Planning and Optimization']","['Udemy', '', 'Coursera', 'DeepLearning.ai', 'edX', 'GitHub', 'Kaggle', 'Stanford Online', 'MIT OpenCourseWare']","['OpenCV', 'Amazon SageMaker', 'Hugging Face Transformers', 'BigML', 'OpenAI GPT', 'DataRobot']"
df13ab4d-b3fd-474e-ae96-052dcd6c09c4,Thai,Middle School,1,"['Generative AI', 'AI in Healthcare', 'Autonomous Vehicles', 'Recommender Systems', 'AI Ethics']","['Computer Vision', 'Recommender Systems', 'Neural Networks']","['', 'Udemy']","['OpenCV', 'Hugging Face Transformers', 'Amazon SageMaker', 'Scikit-learn', 'Microsoft Azure AI', 'OpenAI GPT', 'BigML', 'Keras', '', 'Weka']"
e032cfc5-1f4b-4d0b-a427-badaffe40b8a,Hindi,Middle School,1,"['Autonomous Vehicles', 'AI Planning and Optimization', 'Computer Vision', 'AI in Healthcare', '', 'Machine Learning', 'Generative AI', 'Recommender Systems', 'AI in Finance', 'AI in Education', 'Neural Networks', 'Reinforcement Learning', 'Cognitive Computing', 'AI for Games']","['AI Ethics', 'Natural Language Processing', 'AI in Healthcare']","['GitHub', 'Stanford Online', 'Harvard Online', '', 'MIT OpenCourseWare', 'edX', 'Kaggle', 'YouTube', 'DeepLearning.ai', 'Udemy']","['OpenAI GPT', 'RapidMiner', 'Scikit-learn', 'Weka', 'Amazon SageMaker', 'Keras', 'Microsoft Azure AI', '', 'IBM Watson', 'TensorFlow']"
e3405b1d-a835-4723-a010-18e25e8718f7,Hindi,Master Degree,4,"['Recommender Systems', 'AI in Finance', 'Machine Learning']","['AI Planning and Optimization', 'Computer Vision', 'AI in Finance', 'Machine Learning', 'Deep Learning', 'AI in Healthcare', 'Recommender Systems', 'AI Ethics', 'Reinforcement Learning']","['edX', 'Kaggle', 'Harvard Online', 'DeepLearning.ai', 'Google AI']","['Keras', 'Amazon SageMaker', 'DataRobot', 'IBM Watson', 'Scikit-learn', 'OpenAI GPT']"
e4ae3bfe-279a-4008-bf49-313e86f0693c,Polish,Middle School,1,"['Recommender Systems', 'AI in Healthcare', 'Natural Language Processing', 'Deep Learning', 'Expert Systems', 'Computer Vision', '', 'Generative AI', 'Machine Learning', 'Cognitive Computing', 'Reinforcement Learning', 'AI in Finance', 'AI Ethics', 'AI Planning and Optimization', 'Speech Recognition', 'Autonomous Vehicles', 'AI in Education', 'AI for Games', 'Robotics']","['Speech Recognition', 'Machine Learning', 'AI in Healthcare']","['Stanford Online', 'GitHub']","['DataRobot', 'Weka']"
e5dd73f8-d503-4642-bb2a-bc96992581a0,Mandarin,University,2,"['Generative AI', '', 'Machine Learning', 'AI Planning and Optimization', 'Recommender Systems', 'Neural Networks', 'Expert Systems', 'AI Ethics', 'Robotics', 'Computer Vision', 'Deep Learning', 'Natural Language Processing', 'AI in Healthcare', 'Autonomous Vehicles', 'Cognitive Computing']","['Machine Learning', 'Robotics', '', 'Neural Networks', 'AI Planning and Optimization', 'Deep Learning']","['Kaggle', 'Google AI', 'Harvard Online', 'DeepLearning.ai', 'Coursera', 'edX', 'Stanford Online', '', 'YouTube', 'Udemy', 'GitHub']","['TensorFlow', 'DataRobot', 'Hugging Face Transformers', 'Microsoft Azure AI', 'PyTorch', 'BigML']"
e6770793-d9bb-4ba0-a5d5-d629a356c0fe,Spanish,High School,0,"['Expert Systems', '']",['AI for Games'],"['DeepLearning.ai', 'Udemy', 'edX', 'MIT OpenCourseWare', '', 'Google AI']","['OpenCV', 'BigML', 'DataRobot', 'Google Cloud AI', 'Scikit-learn', 'TensorFlow', 'RapidMiner', 'PyTorch', 'Amazon SageMaker', 'Weka', '', 'IBM Watson']"
e6aaf80a-b405-4a79-b231-a943e2e43668,Hindi,Master Degree,4,"['AI in Education', 'Robotics', 'Computer Vision', 'Expert Systems', 'Natural Language Processing', 'AI Planning and Optimization', 'Generative AI', 'AI in Healthcare', 'AI in Finance', 'Recommender Systems', 'Cognitive Computing', 'Autonomous Vehicles', 'AI for Games']","['Computer Vision', 'AI Ethics', 'AI for Games', 'AI in Finance', 'AI in Education', 'AI Planning and Optimization', 'Expert Systems', 'Recommender Systems', 'Reinforcement Learning']","['MIT OpenCourseWare', 'GitHub', '', 'Coursera', 'Kaggle', 'DeepLearning.ai', 'Udemy', 'YouTube', 'Harvard Online', 'Google AI']","['BigML', 'OpenCV', 'Microsoft Azure AI', 'Weka', 'Amazon SageMaker', 'Google Cloud AI', 'RapidMiner', 'Hugging Face Transformers', 'Scikit-learn', 'Keras', 'OpenAI GPT', 'DataRobot']"
eb4926ec-22d9-470f-99f8-2bd653323f97,Spanish,Elementary,1,"['Natural Language Processing', 'AI for Games', 'Machine Learning', 'Robotics', '', 'Generative AI', 'Deep Learning', 'AI Planning and Optimization', 'Reinforcement Learning', 'Computer Vision', 'Recommender Systems', 'Neural Networks', 'Expert Systems', 'Autonomous Vehicles', 'Speech Recognition', 'AI in Finance', 'AI in Healthcare']","['Recommender Systems', 'AI for Games']","['MIT OpenCourseWare', '', 'edX', 'Coursera', 'Harvard Online']","['', 'BigML', 'TensorFlow']"
ee710229-dda7-4370-a00d-9674be4a0430,Spanish,University,2,"['AI Ethics', 'AI in Healthcare', 'Reinforcement Learning', 'Recommender Systems', 'AI Planning and Optimization', 'Cognitive Computing', '', 'Computer Vision', 'Autonomous Vehicles', 'Neural Networks', 'Machine Learning', 'AI for Games', 'Speech Recognition', 'Deep Learning', 'AI in Education', 'AI in Finance']","['Natural Language Processing', 'Cognitive Computing', 'Computer Vision', 'Recommender Systems', 'AI in Finance', 'Generative AI']","['YouTube', 'GitHub', 'Harvard Online']","['Weka', 'Amazon SageMaker', 'Hugging Face Transformers', 'TensorFlow', 'RapidMiner', 'DataRobot', 'PyTorch', 'Microsoft Azure AI', 'IBM Watson', 'OpenCV', 'Google Cloud AI', '']"
eec3439e-5161-47d7-bcdb-85c74c112d5c,Hindi,Middle School,1,"['Cognitive Computing', 'Recommender Systems', 'AI in Healthcare', 'Deep Learning', 'Generative AI', 'Natural Language Processing', 'Speech Recognition', 'Computer Vision', 'AI in Education', 'AI Ethics', 'Robotics', 'AI Planning and Optimization', 'Expert Systems', '', 'Machine Learning', 'Neural Networks']","['Natural Language Processing', 'Computer Vision', '']","['Harvard Online', 'YouTube', 'DeepLearning.ai']","['Hugging Face Transformers', 'PyTorch', 'Amazon SageMaker', 'Google Cloud AI', 'IBM Watson', 'OpenAI GPT', 'Microsoft Azure AI', 'Scikit-learn', 'Weka', 'Keras']"
ef6c9054-ac99-49cc-a370-6f9978b5b614,Turkish,Middle School,1,"['Computer Vision', 'Reinforcement Learning', 'Speech Recognition', 'AI in Education', '', 'Generative AI', 'Autonomous Vehicles', 'AI Planning and Optimization', 'Deep Learning', 'Neural Networks', 'Natural Language Processing', 'AI in Finance', 'Robotics', 'Expert Systems', 'Cognitive Computing', 'Machine Learning', 'AI in Healthcare']","['Neural Networks', 'Robotics', 'Machine Learning']","['GitHub', 'YouTube', 'Harvard Online', 'Kaggle']","['Hugging Face Transformers', 'Google Cloud AI', 'Weka', 'PyTorch', 'Amazon SageMaker']"
f0eb52f1-e5c8-4763-9400-b944b1cfe78a,Greek,Middle School,2,"['Natural Language Processing', 'Machine Learning', 'Computer Vision', 'AI in Education', 'Generative AI', 'AI Planning and Optimization', 'Speech Recognition', 'Expert Systems', 'Robotics', 'Autonomous Vehicles', 'AI Ethics', 'Neural Networks', 'Cognitive Computing', 'AI in Finance', 'AI for Games']","['Generative AI', 'Cognitive Computing', 'AI for Games', 'Recommender Systems']","['DeepLearning.ai', 'edX', 'Udemy', 'Stanford Online', '', 'Harvard Online', 'MIT OpenCourseWare', 'YouTube', 'Kaggle']","['Scikit-learn', 'Amazon SageMaker', 'Weka', 'Hugging Face Transformers', 'TensorFlow']"
f149df62-8f2e-4ef5-bb75-97cee8e3c200,German,High School,0,"['Reinforcement Learning', 'AI Ethics', 'Expert Systems', 'Speech Recognition', 'Autonomous Vehicles']",['Reinforcement Learning'],"['edX', 'Coursera', 'Udemy', 'Harvard Online', 'Stanford Online', 'MIT OpenCourseWare']","['Keras', 'Scikit-learn', 'IBM Watson', 'BigML', 'RapidMiner', 'Hugging Face Transformers', 'TensorFlow']"
f16f5416-291e-47a7-b3bc-6f9fa7e294d6,Portuguese,University,2,"['', 'AI in Finance', 'AI in Education', 'Neural Networks']","['Natural Language Processing', 'AI for Games', 'Machine Learning', 'Neural Networks', 'Expert Systems', 'Computer Vision']","['MIT OpenCourseWare', '', 'GitHub', 'Google AI', 'Stanford Online', 'edX']","['Weka', 'Microsoft Azure AI', 'OpenCV', 'Scikit-learn', 'TensorFlow', 'PyTorch', 'RapidMiner', 'Google Cloud AI', 'DataRobot', '', 'BigML', 'OpenAI GPT', 'Hugging Face Transformers', 'Amazon SageMaker', 'Keras']"
f2408474-f159-4521-8348-436a81dcca1c,French,Undergraduate Degree,3,"['Deep Learning', 'Neural Networks', 'Recommender Systems', 'Machine Learning', 'AI Ethics', 'AI in Education', 'Reinforcement Learning']","['Natural Language Processing', 'Generative AI', 'Speech Recognition', 'AI in Education', 'Neural Networks', 'Recommender Systems', 'Deep Learning']","['Kaggle', '', 'GitHub', 'Udemy', 'Stanford Online', 'Harvard Online', 'YouTube', 'DeepLearning.ai', 'Google AI', 'edX', 'Coursera']","['Amazon SageMaker', 'Hugging Face Transformers', 'RapidMiner', 'PyTorch', 'DataRobot', 'Google Cloud AI', 'OpenAI GPT', 'OpenCV', 'Keras', 'BigML', 'Microsoft Azure AI']"
f4c27411-4112-481f-a8aa-13074cfcae3d,Vietnamese,Middle School,1,"['AI for Games', 'Recommender Systems', 'Computer Vision', 'Deep Learning', 'Robotics', '']","['Computer Vision', 'Natural Language Processing', 'Robotics']","['Coursera', 'MIT OpenCourseWare', 'YouTube', '', 'Google AI', 'edX', 'DeepLearning.ai']","['Keras', 'Scikit-learn', 'Hugging Face Transformers', 'DataRobot', 'Amazon SageMaker', 'RapidMiner', 'Weka', 'OpenCV', 'IBM Watson', '', 'TensorFlow']"
f64eb1b6-7a09-4c13-b894-0d4d41930d61,Turkish,High School,0,"['Autonomous Vehicles', 'Cognitive Computing', 'Neural Networks', 'Expert Systems', 'Deep Learning', 'Speech Recognition', 'AI in Finance', 'Computer Vision', 'Robotics', 'Generative AI', 'AI for Games', 'AI in Healthcare', 'Natural Language Processing', 'AI Planning and Optimization']",['AI Ethics'],"['Udemy', 'MIT OpenCourseWare']","['Amazon SageMaker', 'OpenCV', 'Weka', 'PyTorch', 'TensorFlow', '', 'Google Cloud AI', 'Microsoft Azure AI']"
fa9d26c0-0c11-4529-ae42-5dbc6bff2e28,Thai,Middle School,2,"['AI Ethics', 'Deep Learning', 'Cognitive Computing', 'Generative AI', 'Robotics', 'Computer Vision', 'Neural Networks', 'AI in Healthcare', 'Machine Learning']","['Deep Learning', 'Machine Learning', 'Robotics', 'Reinforcement Learning']","['GitHub', 'Harvard Online', 'Udemy', 'edX', 'Coursera', 'Google AI', 'Kaggle', 'Stanford Online', 'YouTube']","['OpenAI GPT', '', 'Hugging Face Transformers', 'TensorFlow', 'Scikit-learn', 'IBM Watson', 'OpenCV', 'Weka', 'BigML', 'RapidMiner', 'Google Cloud AI', 'Keras', 'Amazon SageMaker']"
fcbf03ec-337d-40a4-9c5f-61fa248df482,French,University,2,"['AI Planning and Optimization', 'Expert Systems']","['AI in Education', 'Autonomous Vehicles', 'Recommender Systems', '', 'Robotics', 'AI in Finance']","['Coursera', 'MIT OpenCourseWare', 'Kaggle']","['BigML', 'Google Cloud AI', 'Hugging Face Transformers', 'PyTorch', 'DataRobot', 'OpenAI GPT', 'Weka', '', 'Amazon SageMaker', 'OpenCV']"
fccd8711-322d-463a-9abe-bef7bdbef6f5,Polish,Middle School,2,"['Computer Vision', 'Recommender Systems', 'Reinforcement Learning', 'AI in Education', 'AI Planning and Optimization', 'Autonomous Vehicles', '', 'Neural Networks', 'AI in Healthcare', 'Cognitive Computing', 'Generative AI', 'Expert Systems', 'AI Ethics', 'Speech Recognition', 'AI for Games', 'Deep Learning', 'AI in Finance', 'Robotics', 'Machine Learning']","['Machine Learning', 'AI in Education', 'Cognitive Computing', 'AI in Finance']",['Google AI'],"['OpenCV', 'Keras', 'Scikit-learn', 'Hugging Face Transformers', 'DataRobot', '', 'BigML', 'PyTorch']"
fd551239-7746-46e8-8725-cd0da535d7dc,English,High School,0,['Reinforcement Learning'],['Deep Learning'],"['Coursera', 'DeepLearning.ai', 'MIT OpenCourseWare', 'edX', 'Udemy', 'GitHub', 'Kaggle']","['OpenCV', 'Amazon SageMaker', 'Keras', 'OpenAI GPT', 'Microsoft Azure AI', 'IBM Watson', 'Google Cloud AI']"
